0.20000000000000004, 0, 0.0, -2.23846E-04, 1.02134E-02, 7.42050E-03, 4.04100E-02
0.20000000000000004, -1, 0.0, -7.51777E-05, 1.02117E-02, -2.20177E-02, 3.78251E-02
0.20000000000000004, -3, 0.0, 2.35694E-04, 1.01907E-02, -8.40513E-02, 4.11904E-02
0.20000000000000004, 0, 5000.0, -2.32624E-04, 1.06354E-02, 7.42050E-03, 4.04100E-02
0.20000000000000004, -1, 5000.0, -7.82648E-05, 1.06330E-02, -2.20177E-02, 3.78251E-02
0.20000000000000004, -3, 5000.0, 2.44679E-04, 1.06123E-02, -8.40513E-02, 4.11904E-02
0.2, 0, 10000.0, -2.35581E-04, 1.09543E-02, 7.42050E-03, 4.04100E-02
0.2, -1, 10000.0, -7.70998E-05, 1.09503E-02, -2.20177E-02, 3.78251E-02
0.2, -3, 10000.0, 2.54092E-04, 1.09309E-02, -8.40513E-02, 4.11904E-02
0.2, 0, 15000.0, -2.23482E-04, 1.08957E-02, 7.42050E-03, 4.04100E-02
0.2, -1, 15000.0, -6.58874E-05, 1.08900E-02, -2.20177E-02, 3.78251E-02
0.2, -3, 15000.0, 2.64232E-04, 1.08702E-02, -8.40513E-02, 4.11904E-02
0.2, 0, 20000.0, -2.15982E-04, 9.90045E-03, 7.42050E-03, 4.04100E-02
0.2, -1, 20000.0, -7.38581E-05, 9.86873E-03, -2.20177E-02, 3.78251E-02
0.2, -3, 20000.0, 2.24412E-04, 9.83148E-03, -8.40513E-02, 4.11904E-02
0.2, 0, 25000.0, -1.78113E-04, 7.66932E-03, 7.42050E-03, 4.04100E-02
0.2, -1, 25000.0, -6.26425E-05, 7.66789E-03, -2.20177E-02, 3.78251E-02
0.2, -3, 25000.0, 1.83408E-04, 7.62243E-03, -8.40513E-02, 4.11904E-02
0.2, 0, 30000.0, -1.08020E-04, 5.89616E-03, 7.42050E-03, 4.04100E-02
0.2, -1, 30000.0, -2.47852E-05, 5.81383E-03, -2.20177E-02, 3.78251E-02
0.2, -3, 30000.0, 1.46493E-04, 5.80184E-03, -8.40513E-02, 4.11904E-02
0.2, 0, 35000.0, -1.61452E-04, 8.35419E-03, 7.42050E-03, 4.04100E-02
0.2, -1, 35000.0, -4.25547E-05, 8.35954E-03, -2.20177E-02, 3.78251E-02
0.2, -3, 35000.0, 2.02319E-04, 8.33571E-03, -8.40513E-02, 4.11904E-02
0.5, 0, 0.0, -1.93181E-04, 8.14477E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 0.0, -6.01937E-05, 8.14846E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 0.0, 1.70919E-04, 8.13850E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 0.0, 4.21159E-04, 8.04203E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 5000.0, -2.04541E-04, 8.63393E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 5000.0, -6.37511E-05, 8.63889E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 5000.0, 1.80859E-04, 8.62646E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 5000.0, 4.45400E-04, 8.52020E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 10000.0, -2.16228E-04, 9.10396E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 10000.0, -6.80077E-05, 9.10883E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 10000.0, 1.88855E-04, 9.09743E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 10000.0, 4.67028E-04, 8.98796E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 15000.0, -2.26645E-04, 9.59292E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 15000.0, -7.11669E-05, 9.59704E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 15000.0, 1.96300E-04, 9.58693E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 15000.0, 4.87088E-04, 9.47684E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 20000.0, -2.11666E-04, 9.55350E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 20000.0, -5.52081E-05, 9.55326E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 20000.0, 2.06749E-04, 9.54695E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 20000.0, 4.93266E-04, 9.44691E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 25000.0, -1.99661E-04, 8.63731E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 25000.0, -5.37387E-05, 8.61302E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 25000.0, 1.75844E-04, 8.60468E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 25000.0, 4.27688E-04, 8.48733E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 30000.0, -1.76734E-04, 6.70524E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 30000.0, -4.40179E-05, 6.66140E-03, -2.43598E-02, 3.74117E-02
0.5, -3, 30000.0, 1.41862E-04, 6.64243E-03, -8.06832E-02, 4.23107E-02
0.5, -5, 30000.0, 3.57900E-04, 6.51292E-03, -1.52164E-01, 4.84538E-02
0.5, 0, 35000.0, -9.59161E-05, 4.93464E-03, 8.26695E-03, 3.87261E-02
0.5, -1, 35000.0, -2.44864E-05, 4.94852E-03, -2.43598E-02, 3.74117E-02
