9.0, 0, 30000.0, 1.35457E-03, 2.25576E-04, 6.79366E-04, 7.84680E-04
9.0, 1, 30000.0, 2.75848E-04, 1.43148E-03, 7.39468E-04, 7.33655E-04
9.0, 2, 30000.0, 3.01934E-04, 1.31431E-03, 8.41438E-04, 6.98359E-04
9.0, 3, 30000.0, 3.41396E-04, 1.20827E-03, 9.21240E-04, 6.77475E-04
9.0, 4, 30000.0, 3.56887E-04, 1.13744E-03, 1.88723E-04, 6.73457E-04
9.0, 5, 30000.0, 3.88366E-04, 1.07721E-03, 2.10918E-04, 6.82768E-04
9.0, 6, 30000.0, 4.13600E-04, 1.06231E-03, 2.26565E-04, 6.93605E-04
9.0, 7, 30000.0, 4.44487E-04, 1.04952E-03, 2.44278E-04, 7.19175E-04
9.0, 8, 30000.0, 4.64847E-04, 1.06345E-03, 2.53789E-04, 7.44559E-04
9.0, 9, 30000.0, 4.83737E-04, 1.08615E-03, 2.60985E-04, 7.75300E-04
9.0, 10, 30000.0, 4.97012E-04, 1.11664E-03, 2.67855E-04, 8.01718E-04
9.0, 0, 40000.0, 4.63549E-04, 4.90199E-04, 2.38745E-04, 2.77720E-04
9.0, 1, 40000.0, 5.99370E-04, 4.73477E-04, 2.70269E-04, 2.47612E-04
9.0, 2, 40000.0, 6.56043E-04, 4.06657E-04, 3.21174E-04, 2.20685E-04
9.0, 3, 40000.0, 7.41737E-04, 3.50316E-04, 3.63670E-04, 2.02378E-04
9.0, 4, 40000.0, 7.75431E-04, 3.10683E-04, 4.10148E-04, 1.91173E-04
9.0, 5, 40000.0, 8.43799E-04, 2.82950E-04, 4.58405E-04, 1.85146E-04
9.0, 6, 40000.0, 8.98605E-04, 2.70672E-04, 4.92415E-04, 9.18252E-04
9.0, 7, 40000.0, 9.65675E-04, 2.60004E-04, 5.30908E-04, 9.49853E-04
9.0, 8, 40000.0, 1.00989E-03, 2.56776E-04, 5.51574E-04, 9.81176E-04
9.0, 9, 40000.0, 1.05091E-03, 2.56738E-04, 5.67214E-04, 1.01967E-03
9.0, 10, 40000.0, 1.07975E-03, 2.58775E-04, 5.82149E-04, 1.05227E-03
9.0, 0, 50000.0, 9.23184E-04, 9.76216E-04, 4.75376E-04, 5.52982E-04
9.0, 1, 50000.0, 1.19350E-03, 9.42875E-04, 5.38184E-04, 4.93010E-04
9.0, 2, 50000.0, 1.30633E-03, 8.09859E-04, 6.39628E-04, 4.39391E-04
9.0, 3, 50000.0, 1.47688E-03, 6.97691E-04, 7.24309E-04, 4.02941E-04
9.0, 4, 50000.0, 1.54404E-03, 6.18776E-04, 8.16917E-04, 3.80641E-04
9.0, 5, 50000.0, 1.68012E-03, 5.63556E-04, 9.13043E-04, 3.68656E-04
9.0, 6, 50000.0, 1.78922E-03, 5.39101E-04, 9.80774E-04, 3.59294E-04
9.0, 7, 50000.0, 1.92270E-03, 5.17854E-04, 1.05742E-03, 3.57921E-04
9.0, 8, 50000.0, 2.01073E-03, 5.11412E-04, 1.09857E-03, 3.56366E-04
9.0, 9, 50000.0, 2.09237E-03, 5.11322E-04, 1.12972E-03, 3.58196E-04
9.0, 10, 50000.0, 2.14979E-03, 5.15357E-04, 1.15948E-03, 3.57092E-04
9.0, 0, 60000.0, 1.69240E-03, 1.78972E-03, 8.71715E-04, 1.01402E-03
9.0, 1, 60000.0, 2.18836E-03, 1.72869E-03, 9.86796E-04, 9.04102E-04
9.0, 2, 60000.0, 2.39529E-03, 1.48470E-03, 1.17262E-03, 8.05788E-04
9.0, 3, 60000.0, 2.70822E-03, 1.27898E-03, 1.32774E-03, 7.38942E-04
9.0, 4, 60000.0, 2.83120E-03, 1.13428E-03, 1.49741E-03, 6.98027E-04
9.0, 5, 60000.0, 3.08085E-03, 1.03302E-03, 1.67358E-03, 6.76012E-04
9.0, 6, 60000.0, 3.28098E-03, 9.88192E-04, 1.79774E-03, 6.58808E-04
9.0, 7, 60000.0, 3.52589E-03, 9.49246E-04, 1.93828E-03, 6.56234E-04
9.0, 8, 60000.0, 3.68736E-03, 9.37464E-04, 2.01374E-03, 6.53331E-04
9.0, 9, 60000.0, 3.83715E-03, 9.37335E-04, 2.07084E-03, 6.56635E-04
9.0, 10, 60000.0, 3.94244E-03, 9.44780E-04, 2.12536E-03, 6.54574E-04
9.0, 0, 70000.0, 3.31572E-03, 3.50660E-03, 1.70870E-03, 1.98764E-03
9.0, 1, 70000.0, 4.28828E-03, 3.38723E-03, 1.93409E-03, 1.77227E-03
9.0, 2, 70000.0, 4.69383E-03, 2.90890E-03, 2.29791E-03, 1.57958E-03
9.0, 3, 70000.0, 5.30743E-03, 2.50568E-03, 2.60160E-03, 1.44854E-03
9.0, 4, 70000.0, 5.54815E-03, 2.22213E-03, 2.93373E-03, 1.36830E-03
9.0, 5, 70000.0, 6.03760E-03, 2.02373E-03, 3.27867E-03, 1.32508E-03
9.0, 6, 70000.0, 6.42995E-03, 1.93591E-03, 3.52187E-03, 1.29129E-03
9.0, 7, 70000.0, 6.91020E-03, 1.85962E-03, 3.79720E-03, 1.28612E-03
9.0, 8, 70000.0, 7.22676E-03, 1.83656E-03, 3.94504E-03, 1.28032E-03
9.0, 9, 70000.0, 7.52046E-03, 1.83636E-03, 4.05690E-03, 1.28667E-03
9.0, 10, 70000.0, 7.72686E-03, 1.85103E-03, 4.16369E-03, 1.28253E-03
9.0, 0, 80000.0, 7.17312E-03, 7.58627E-03, 3.69820E-03, 4.30192E-03
9.0, 1, 80000.0, 9.27826E-03, 7.32830E-03, 4.18582E-03, 3.83590E-03
9.0, 2, 80000.0, 1.01558E-02, 6.29312E-03, 4.97266E-03, 3.41887E-03
9.0, 3, 80000.0, 1.14841E-02, 5.42066E-03, 5.62937E-03, 3.13526E-03
9.0, 4, 80000.0, 1.20045E-02, 4.80723E-03, 6.34747E-03, 2.96154E-03
9.0, 5, 80000.0, 1.30639E-02, 4.37802E-03, 7.09329E-03, 2.86792E-03
9.0, 6, 80000.0, 1.39131E-02, 4.18806E-03, 7.61922E-03, 2.79470E-03
9.0, 7, 80000.0, 1.49527E-02, 4.02300E-03, 8.21473E-03, 2.78337E-03
9.0, 8, 80000.0, 1.56378E-02, 3.97311E-03, 8.53453E-03, 2.77065E-03
9.0, 9, 80000.0, 1.62736E-02, 3.97269E-03, 8.77653E-03, 2.78421E-03
9.0, 10, 80000.0, 1.67202E-02, 4.00450E-03, 9.00760E-03, 2.77508E-03
11.0, 0, 30000.0, 1.21036E-03, 2.22196E-04, 6.07057E-04, 7.09377E-04
11.0, 1, 30000.0, 2.50476E-04, 1.41232E-03, 6.98737E-04, 6.49472E-04
11.0, 2, 30000.0, 3.00433E-04, 1.21389E-03, 8.06568E-04, 6.09949E-04
11.0, 3, 30000.0, 3.29556E-04, 1.11813E-03, 1.76266E-04, 5.97954E-04
11.0, 4, 30000.0, 3.75655E-04, 1.02411E-03, 1.96664E-04, 6.00714E-04
